Date,DayOfWeek,LOT 2 General % Capacity,LOT 2 General Occupied,LOT 2 General Spaces,LOT 2 Premium % Capacity,LOT 2 Premium Occupied,LOT 2 Premium Spaces,LOT 3 % Capacity,LOT 3 Occupied,LOT 3 Spaces,LOT 4 General % Capacity,LOT 4 General Occupied,LOT 4 General Spaces,LOT 4 Premium % Capacity,LOT 4 Premium Occupied,LOT 4 Premium Spaces,LOT 5 % Capacity,LOT 5 Occupied,LOT 5 Spaces,LOT 6 % Capacity,LOT 6 Occupied,LOT 6 Spaces
8/1/2025,Friday,0.847611203,1029,1214,0.84057971,290,345,0.67114094,800,1192,0.516083916,738,1430,0.954285714,334,350,0.542247387,1245,2296,0.554225879,741,1337
8/2/2025,Saturday,0.861614498,1046,1214,0.753623188,260,345,0.694630872,828,1192,0.422377622,604,1430,0.94,329,350,0.546167247,1254,2296,0.551234106,737,1337
8/3/2025,Sunday,0.808072488,981,1214,0.747826087,258,345,0.604026846,720,1192,0.398601399,570,1430,0.914285714,320,350,0.518292683,1190,2296,0.524308153,701,1337
8/4/2025,Monday,0.729818781,886,1214,0.855072464,295,345,0.543624161,648,1192,0.567132867,811,1430,0.948571429,332,350,0.482578397,1108,2296,0.530291698,709,1337
8/5/2025,Tuesday,0.751235585,912,1214,0.895652174,309,345,0.513422819,612,1192,0.665034965,951,1430,0.962857143,337,350,0.462543554,1062,2296,0.504113687,674,1337
8/6/2025,Wednesday,0.766886326,931,1214,0.913043478,315,345,0.544463087,649,1192,0.725874126,1038,1430,0.954285714,334,350,0.472125436,1084,2296,0.445026178,595,1337
8/7/2025,Thursday,0.810543657,984,1214,0.924637681,319,345,0.593959732,708,1192,0.655944056,938,1430,0.951428571,333,350,0.516550523,1186,2296,0.538519073,720,1337
8/8/2025,Friday,0.808072488,981,1214,0.875362319,302,345,0.67114094,800,1192,0.454545455,650,1430,0.94,329,350,0.543118467,1247,2296,0.56394914,754,1337
8/9/2025,Saturday,0.771004942,936,1214,0.75942029,262,345,0.645973154,770,1192,0.38951049,557,1430,0.951428571,333,350,0.549651568,1262,2296,0.545250561,729,1337
8/10/2025,Sunday,0.698517298,848,1214,0.811594203,280,345,0.612416107,730,1192,0.358041958,512,1430,0.86,301,350,0.493902439,1134,2296,0.572176515,765,1337
8/11/2025,Monday,0.708401977,860,1214,0.892753623,308,345,0.543624161,648,1192,0.527272727,754,1430,0.974285714,341,350,0.452090592,1038,2296,0.498130142,666,1337
8/12/2025,Tuesday,0.719934102,874,1214,0.944927536,326,345,0.511744966,610,1192,0.690909091,988,1430,0.948571429,332,350,0.445121951,1022,2296,0.494390426,661,1337
8/13/2025,Wednesday,0.723228995,878,1214,0.875362319,302,345,0.53942953,643,1192,0.751748252,1075,1430,0.945714286,331,350,0.426393728,979,2296,0.483171279,646,1337
8/14/2025,Thursday,0.744645799,904,1214,0.823188406,284,345,0.58557047,698,1192,0.651748252,932,1430,0.934285714,327,350,0.472560976,1085,2296,0.525804039,703,1337
8/15/2025,Friday,0.780889621,948,1214,0.875362319,302,345,0.697147651,831,1192,0.492307692,704,1430,0.948571429,332,350,0.546602787,1255,2296,0.543754675,727,1337
8/16/2025,Saturday,0.73723229,895,1214,0.87826087,303,345,0.683724832,815,1192,0.423076923,605,1430,0.928571429,325,350,0.550087108,1263,2296,0.551234106,737,1337
8/17/2025,Sunday,0.699341021,849,1214,0.739130435,255,345,0.581375839,693,1192,0.417482517,597,1430,0.931428571,326,350,0.495644599,1138,2296,0.559461481,748,1337
8/18/2025,Monday,0.703459638,854,1214,0.875362319,302,345,0.526845638,628,1192,0.666433566,953,1430,0.957142857,335,350,0.452090592,1038,2296,0.494390426,661,1337
8/19/2025,Tuesday,0.740527183,899,1214,0.915942029,316,345,0.494127517,589,1192,0.855944056,1224,1430,0.942857143,330,350,0.409407666,940,2296,0.496634256,664,1337
8/20/2025,Wednesday,0.752883031,914,1214,0.91884058,317,345,0.505872483,603,1192,0.891608392,1275,1430,0.937142857,328,350,0.418554007,961,2296,0.502617801,672,1337
8/21/2025,Thursday,0.775947282,942,1214,0.88115942,304,345,0.514261745,613,1192,0.783216783,1120,1430,0.957142857,335,350,0.460365854,1057,2296,0.517576664,692,1337
8/22/2025,Friday,0.761120264,924,1214,0.785507246,271,345,0.559563758,667,1192,0.581818182,832,1430,0.954285714,334,350,0.495644599,1138,2296,0.54973822,735,1337
8/23/2025,Saturday,0.771004942,936,1214,0.773913043,267,345,0.587248322,700,1192,0.57972028,829,1430,0.934285714,327,350,0.605836237,1391,2296,0.690351533,923,1337
8/24/2025,Sunday,0.691103789,839,1214,0.692753623,239,345,0.531879195,634,1192,0.516083916,738,1430,0.888571429,311,350,0.604965157,1389,2296,0.572924458,766,1337
8/25/2025,Monday,0.654859967,795,1214,0.820289855,283,345,0.439597315,524,1192,0.360839161,516,1430,0.937142857,328,350,0.415069686,953,2296,0.463724757,620,1337
8/26/2025,Tuesday,0.642504119,780,1214,0.904347826,312,345,0.390100671,465,1192,0.788811189,1128,1430,0.965714286,338,350,0.387630662,890,2296,0.442034405,591,1337
8/27/2025,Wednesday,0.676276771,821,1214,0.898550725,310,345,0.438758389,523,1192,0.787412587,1126,1430,0.962857143,337,350,0.460365854,1057,2296,0.46671653,624,1337
8/28/2025,Thursday,0.696869852,846,1214,0.892753623,308,345,0.515100671,614,1192,0.687412587,983,1430,0.92,322,350,0.458623693,1053,2296,0.510097233,682,1337
8/29/2025,Friday,0.754530478,916,1214,0.742028986,256,345,0.728187919,868,1192,0.516083916,738,1430,0.937142857,328,350,0.570993031,1311,2296,0.584143605,781,1337
8/30/2025,Saturday,0.820428336,996,1214,0.791304348,273,345,0.729026846,869,1192,0.466433566,667,1430,0.962857143,337,350,0.6271777,1440,2296,0.601346298,804,1337
8/31/2025,Sunday,0.771828666,937,1214,0.710144928,245,345,0.695469799,829,1192,0.392307692,561,1430,0.8,280,350,0.592334495,1360,2296,0.594614809,795,1337
9/1/2025,Monday,0.570016474,692,1214,0.52173913,180,345,0.536073826,639,1192,0.264335664,378,1430,0.648571429,227,350,0.483449477,1110,2296,0.536275243,717,1337
9/2/2025,Tuesday,0.44645799,542,1214,0.544927536,188,345,0.417785235,498,1192,0.38041958,544,1430,0.951428571,333,350,0.398083624,914,2296,0.470456245,629,1337
9/3/2025,Wednesday,0.462932455,562,1214,0.657971014,227,345,0.395134228,471,1192,0.574125874,821,1430,0.948571429,332,350,0.396341463,910,2296,0.442782349,592,1337
9/4/2025,Thursday,0.495881384,602,1214,0.747826087,258,345,0.603187919,719,1192,0.638461538,913,1430,0.962857143,337,350,0.43902439,1008,2296,0.462976814,619,1337
9/5/2025,Friday,0.530477759,644,1214,0.762318841,263,345,0.663590604,791,1192,0.553846154,792,1430,0.954285714,334,350,0.512195122,1176,2296,0.520568437,696,1337
9/6/2025,Saturday,0.57907743,703,1214,0.750724638,259,345,0.685402685,817,1192,0.511888112,732,1430,0.925714286,324,350,0.520470383,1195,2296,0.531039641,710,1337
9/7/2025,Sunday,0.542833608,659,1214,0.733333333,253,345,0.637583893,760,1192,0.437762238,626,1430,0.917142857,321,350,0.475609756,1092,2296,0.509349289,681,1337
9/8/2025,Monday,0.5815486,706,1214,0,284,345,0.56795302,677,1192,0.653146853,934,1430,0.96,336,350,0.428135889,983,2296,0.483919222,647,1337
9/9/2025,Tuesday,0.598023064,726,1214,0.907246377,313,345,0.560402685,668,1192,0.818181818,1170,1430,0.937142857,328,350,0.403745645,927,2296,0.489902767,655,1337
9/10/2025,Wednesday,0.654859967,795,1214,0.910144928,314,345,0.588087248,701,1192,0.869230769,1243,1430,0.96,336,350,0.447299652,1027,2296,0.513089005,686,1337
9/11/2025,Thursday,0.6276771,762,1214,0.814492754,281,345,0.666946309,795,1192,0.768531469,1099,1430,0.96,336,350,0.50174216,1152,2296,0.531787584,711,1337
9/12/2025,Friday,0.666392092,809,1214,0.947826087,327,345,0.69966443,834,1192,0.637762238,912,1430,0.962857143,337,350,0.580139373,1332,2296,0.599102468,801,1337
9/13/2025,Saturday,0.635914333,772,1214,0.826086957,285,345,0.743288591,886,1192,0.561538462,803,1430,0.948571429,332,350,0.589285714,1353,2296,0.578908003,774,1337
9/14/2025,Sunday,0.600494234,729,1214,0.747826087,258,345,0.673657718,803,1192,0.522377622,747,1430,0.917142857,321,350,0.554442509,1273,2296,0.545998504,730,1337
9/15/2025,Monday,0.635914333,772,1214,0.852173913,294,345,0.60738255,724,1192,0.720979021,1031,1430,0.957142857,335,350,0.478222997,1098,2296,0.493642483,660,1337
9/16/2025,Tuesday,0.651565074,791,1214,0.915942029,316,345,0.58557047,698,1192,0.854545455,1222,1430,0.94,329,350,0.456881533,1049,2296,0.474943904,635,1337
9/17/2025,Wednesday,0.63261944,768,1214,0.904347826,312,345,0.616610738,735,1192,0.862937063,1234,1430,0.951428571,333,350,0.454703833,1044,2296,0.474195961,634,1337
9/18/2025,Thursday,0.649917628,789,1214,0.907246377,313,345,0.669463087,798,1192,0.817482517,1169,1430,0.965714286,338,350,0.514372822,1181,2296,0.525804039,703,1337
9/19/2025,Friday,0.663097199,805,1214,0.837681159,289,345,0.717281879,855,1192,0.636363636,910,1430,0.94,329,350,0.573170732,1316,2296,0.569184742,761,1337
9/20/2025,Saturday,0.669686985,813,1214,0.875362319,302,345,0.760067114,906,1192,0.567132867,811,1430,0.954285714,334,350,0.603658537,1386,2296,0.569932685,762,1337
9/21/2025,Sunday,0.60708402,737,1214,0.785507246,271,345,0.658557047,785,1192,0.520979021,745,1430,0.871428571,305,350,0.549216028,1261,2296,0.540762902,723,1337
9/22/2025,Monday,0.595551895,723,1214,0.875362319,302,345,0.55704698,664,1192,0.654545455,936,1430,0.96,336,350,0.466898955,1072,2296,0.492146597,658,1337
9/23/2025,Tuesday,0.616144975,748,1214,0.898550725,310,345,0.525167785,626,1192,0.781118881,1117,1430,0.957142857,335,350,0.443379791,1018,2296,0.46671653,624,1337
9/24/2025,Wednesday,0.648270181,787,1214,0.92173913,318,345,0.594798658,709,1192,0.820979021,1174,1430,0.968571429,339,350,0.462979094,1063,2296,0.537771129,719,1337
9/25/2025,Thursday,0.603789127,733,1214,0.907246377,313,345,0.698825503,833,1192,0.804895105,1151,1430,0.96,336,350,0.519163763,1192,2296,0.574420344,768,1337
9/26/2025,Friday,0.635914333,772,1214,0.930434783,321,345,0.781040268,931,1192,0.677622378,969,1430,0.931428571,326,350,0.617160279,1417,2296,0.626028422,837,1337
9/27/2025,Saturday,0.665568369,808,1214,0.924637681,319,345,0.797818792,951,1192,0.572727273,819,1430,0.954285714,334,350,0.653745645,1501,2296,0.620044877,829,1337
9/28/2025,Sunday,0.610378913,741,1214,0.794202899,274,345,0.706375839,842,1192,0.538461538,770,1430,0.925714286,324,350,0.581010453,1334,2296,0.548990277,734,1337
9/29/2025,Monday,0.536243822,651,1214,0.953623188,329,345,0.552852349,659,1192,0.676923077,968,1430,0.957142857,335,350,0.470818815,1081,2296,0.510097233,682,1337
9/30/2025,Tuesday,0.543657331,660,1214,0.939130435,324,345,0.521812081,622,1192,0.803496503,1149,1430,0.931428571,326,350,0.394599303,906,2296,0.476439791,637,1337
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,
